person_name,acct_num,card_company,card_number,txn_datetime,merch_name,merch_cat,txn_amount,currency,pay_meth,city,txn_type,bill_cyc,txn_status
tony19,GB23ZDIO54476936272470,Mastercard,4164052281045,2025-08-05 19:52:17,Reliance Digital,Health,19793.74,INR,RTGS,Stewartville,Refund,May,Declined
lesliehughes,GB84TWDK88601649447234,American Express,30234265780733,2025-04-04 05:05:48,Trends,Dining,24611.80,INR,UPI,East Tony,Deposit,May,Declined
randyhudson,GB83JEVY39100513049417,rupay,3561881544843343,2025-01-11 10:49:25,Amazon India,Dining,44755.28,INR,UPI,Lewisstad,Withdrawal,January,Reversed
fwilson,GB17WBJO40429812293400,VISA,4497020897934,2025-02-07 18:02:58,Decathlon India,Travel,26666.12,INR,Credit Card,Eileenville,Withdrawal,August,Declined
lunadaniel,GB86JSSL13458419884170,saphiro,2266367819532605,2025-09-27 21:57:58,DMart,Grocery,76951.53,INR,NEFT,Lake Jasonport,Purchase,March,Pending
colemanlori,GB37VGRM73733228527308,rupay,4692166720050040,2025-01-31 01:48:08,BlueStone,Health,95524.80,INR,Debit Card,Pinedafort,Withdrawal,June,Pending
llynch,GB70BBSL76861753517499,Discover,4870873034534,2025-06-27 21:18:22,Future Group,Travel,35409.73,INR,UPI,Johnsonborough,Deposit,June,Reversed
jennifer08,GB49SJXZ16772703023862,Mastercard,4127552741947782,2025-03-12 11:07:17,BlueStone,Electronics,43350.37,INR,RTGS,East Bryanstad,Withdrawal,April,Reversed
jeffreysellers,GB05JSTS64175493729346,Discover,2668773874878771,2025-08-16 06:06:00,HyperCity,Travel,99050.19,INR,Bank Transfer,South Toddshire,Refund,January,Declined
ijohnson,GB65HDZF92397957163254,rupay,38417749803278,2025-09-19 23:42:30,Trends,Dining,64074.20,INR,Debit Card,South Cody,Deposit,March,Declined
jenniferwilliams,GB66QPGO65972222846252,chhupay,6011595296487633,2025-03-01 14:19:25,Avenue Supermarts,Electronics,35210.22,INR,Mobile Payment,Allenport,Withdrawal,June,Reversed
hansonrachel,GB91IECO02933564121951,rupay,5497952533150331,2025-01-04 06:04:31,Nykaa,Grocery,64792.72,INR,Credit Card,Maryburgh,Refund,May,Pending
jamesmeyers,GB09ZRWS01597993757437,VISA,3531257491694780,2025-09-18 10:11:01,Reliance Fresh,Travel,16519.71,INR,Debit Card,Lake Taylorview,Deposit,August,Declined
hernandezchelsea,GB29NTFR01047691085299,chhupay,3587215104712376,2025-03-08 13:36:45,CaratLane,Dining,31646.92,INR,Debit Card,Garyfort,Refund,July,Declined
sarah54,GB11MCKE73289598737192,chhupay,379081073498613,2025-10-22 15:44:50,V-Mart Retail Ltd,Electronics,61901.62,INR,Credit Card,Laurafurt,Deposit,December,Pending
cmartin,GB69HAVP58311259047151,saphiro,340460437935286,2025-01-28 09:18:06,Pepperfry,Electronics,30705.60,INR,Mobile Payment,South Bryan,Withdrawal,October,Declined
sarahjackson,GB05PNRV82340190433975,amex,4256986247329884,2025-12-19 20:42:07,Nykaa,Clothing,16236.68,INR,RTGS,Lake Gina,Refund,July,Reversed
amanda05,GB34FOXM58332160213090,VISA,348106577916220,2025-03-01 23:32:14,Snapdeal,Dining,761.32,INR,Credit Card,Williamsfort,Purchase,February,Declined
theresa38,GB78SNBW31265656359551,VISA,2701347094631580,2025-08-27 15:00:52,Marks & Spencer India,Health,47871.00,INR,Debit Card,Johnnystad,Refund,April,Pending
hmahoney,GB23LADZ11329844282536,Discover,4310472549322152,2025-09-07 06:12:34,FirstCry,Travel,47859.82,INR,Mobile Payment,Jamesburgh,Withdrawal,February,Pending
calderonchristopher,GB76ANMZ43896939018607,Discover,213120876500108,2025-10-31 04:05:53,BabyChakra,Health,30361.93,INR,Bank Transfer,Mathisburgh,Withdrawal,May,Declined
shelby01,GB70ICJZ18493715181625,saphiro,6583937500721886,2025-06-08 12:27:19,Pantaloons,Travel,70930.52,INR,UPI,Jessicafurt,Refund,July,Pending
michele77,GB62CCVO06342136406725,VISA,3561120315862509,2025-07-18 04:04:53,Meesho,Health,22592.13,INR,RTGS,South James,Deposit,July,Declined
lgomez,GB54QKGR53300830308840,rupay,4921661786746051207,2025-08-24 07:46:46,IKEA India,Travel,78784.20,INR,Bank Transfer,Moralesbury,Deposit,January,Approved
jjensen,GB07CKXO75871290829716,amex,5413879767882910,2025-05-30 01:56:16,Central,Dining,79126.46,INR,Credit Card,Lake Matthewberg,Withdrawal,October,Declined
morgankelly,GB38WPYY43686352101012,chhupay,4474530037734287,2025-06-18 20:33:08,Reliance Digital,Clothing,20043.69,INR,Credit Card,East Angela,Withdrawal,May,Declined
smithkristen,GB44YBML77290861932069,VISA,4049074240173854577,2025-09-25 15:03:25,Westside,Dining,2349.98,INR,RTGS,Port Margaret,Purchase,March,Pending
monicaburns,GB58OJCU52367804612049,saphiro,3552812385639210,2025-11-03 10:34:26,Reliance Fresh,Clothing,28008.37,INR,Mobile Payment,Christinatown,Purchase,December,Reversed
tyler59,GB06QQCL58086367472532,saphiro,4453473877846058,2025-07-21 03:04:59,Bewakoof,Health,25818.84,INR,Credit Card,Garyside,Refund,September,Approved
juan71,GB96TXOC53654689719176,saphiro,4704185619118714,2025-06-17 09:21:20,Reliance Digital,Grocery,4890.57,INR,UPI,Lake Vincent,Purchase,April,Pending
sarahduffy,GB02SEDC75446251071327,amex,3518549952787773,2025-04-13 10:37:37,Foodhall,Health,85650.40,INR,Mobile Payment,East Jaimemouth,Purchase,March,Approved
obryant,GB04ZLVY78219238539260,VISA,4842505296088,2025-05-10 00:30:56,Reliance Digital,Clothing,82448.88,INR,UPI,Marytown,Refund,June,Reversed
marymejia,GB13LNUC50578902577135,American Express,180034864665873,2025-11-30 18:47:17,Big Bazaar,Clothing,72068.38,INR,Credit Card,West Karen,Deposit,October,Declined
lcook,GB31OEVA51241489044671,rupay,3569288039068174,2025-01-12 14:19:34,Urban Ladder,Electronics,65525.76,INR,UPI,South Paulburgh,Deposit,September,Reversed
franklinsarah,GB49BOEL53377927501396,Discover,346294068940297,2025-02-16 15:32:13,Nykaa,Travel,58955.73,INR,Credit Card,Williamtown,Withdrawal,January,Declined
jhayes,GB57RBOJ93635258963724,amex,213120646355007,2025-09-12 06:22:19,Shoppers Stop,Dining,82232.57,INR,Credit Card,Coleberg,Purchase,March,Approved
lisa91,GB12USYL61834327131808,rupay,348798145069548,2025-09-02 09:03:07,BlueStone,Travel,54704.38,INR,NEFT,Santosburgh,Deposit,May,Pending
fosterbrian,GB02CBPW79391347136287,saphiro,4809713521990876818,2025-02-22 19:45:03,Brand Factory,Grocery,14157.38,INR,Credit Card,Lake Samantha,Refund,March,Reversed
teresa49,GB82VWVS84206333435542,VISA,2488007312877451,2025-02-04 10:03:49,Metro Cash & Carry India,Grocery,68776.08,INR,RTGS,Robertburgh,Deposit,June,Approved
oliverwilliam,GB33MHSP24420000222704,VISA,341356700305406,2025-12-20 20:03:48,FirstCry,Health,44990.90,INR,RTGS,Michaelborough,Purchase,January,Approved
chadnorris,GB59BDHO57663814096307,VISA,3518045062172741,2025-07-10 20:24:12,Reliance Retail,Travel,339.78,INR,Debit Card,Jeremyton,Refund,May,Approved
changoscar,GB04GTAB85715228644628,chhupay,3501184827273863,2025-08-18 10:55:36,Urban Ladder,Health,54377.46,INR,Debit Card,Lake Troyfurt,Deposit,October,Approved
bfarmer,GB77TRKM52029477498571,VISA,3509831515197521,2025-05-06 20:53:22,Central,Health,32583.05,INR,Credit Card,West Cory,Withdrawal,July,Reversed
bellkevin,GB93ZDZF29038665827398,Discover,4858208674066,2025-07-15 08:41:15,HyperCity,Grocery,70945.42,INR,Credit Card,New Jose,Purchase,July,Pending
fwilson,GB59XQBY43089129280798,Diners Club,30031624210323,2025-01-01 15:18:13,Tata CLiQ,Electronics,85389.11,INR,RTGS,North Matthew,Deposit,July,Approved
mcclainjoshua,GB64CEHB54333001369267,Diners Club,213199151494195,2025-02-26 11:33:38,Nilgiris,Dining,13398.06,INR,UPI,North Reneefort,Purchase,July,Declined
xdodson,GB34NTRE12972741120092,amex,4340710534948,2025-02-10 09:50:00,Brand Factory,Travel,12743.80,INR,Credit Card,Bridgetside,Refund,February,Reversed
victoria88,GB59CYUT52246766378775,saphiro,4704185619118714,2025-08-17 21:50:45,Snapdeal,Clothing,93011.74,INR,RTGS,South James,Refund,January,Approved
qsharp,GB18ABBA09698922406813,American Express,344353618713604,2025-02-13 00:36:10,BigBasket,Electronics,25206.32,INR,RTGS,Medinaton,Deposit,November,Reversed
terickson,GB62HMKH33595453704620,chhupay,4335843979510611991,2025-05-09 06:54:52,BabyChakra,Dining,66174.27,INR,Bank Transfer,Jonesmouth,Deposit,April,Reversed
johnpetty,GB28MOIK74396769778147,chhupay,4850787992142,2025-02-05 00:08:48,Flipkart,Electronics,40318.73,INR,NEFT,East Virginia,Purchase,November,Approved
jtownsend,GB41URKB11342300135173,rupay,6011070001744728,2025-10-16 07:01:20,HyperCity,Health,58804.48,INR,Credit Card,Fitzgeraldville,Deposit,January,Approved
nunezvirginia,GB83UDMK71859907346997,chhupay,4803827931852971,2025-11-24 21:03:29,Reliance Fresh,Travel,85901.41,INR,RTGS,Stevenville,Purchase,December,Pending
lisa91,GB71NAUH47314438143464,VISA,2400294092727982,2025-03-28 10:30:33,Spar Hypermarket,Health,26996.33,INR,Credit Card,South Gina,Refund,July,Pending
hlong,GB11NENE30322182306404,chhupay,38645444774549,2025-06-28 02:12:40,Lenskart,Dining,31172.40,INR,Mobile Payment,Gordonview,Deposit,April,Reversed
barrythomas,GB74GDWY04045010149961,chhupay,4611262928803955,2025-03-05 14:56:47,Aditya Birla Retai,Health,42711.32,INR,NEFT,Port Emilyview,Refund,November,Declined
jacqueline36,GB12FPCV31665642710186,VISA,6011822606963198,2025-11-18 15:23:44,Flipkart,Electronics,38430.94,INR,Bank Transfer,North Kristina,Deposit,April,Declined
perezjason,GB58IUNV87998826516262,amex,344943246249862,2025-02-02 20:38:20,Westside,Clothing,15643.59,INR,Debit Card,Sharonfort,Deposit,January,Reversed
boydjeffrey,GB42HUYZ82754555771473,VISA,4870900592660,2025-10-31 13:21:07,Godrej Consumer Products,Grocery,52802.89,INR,Debit Card,Nicholsmouth,Purchase,October,Reversed
deborah25,GB54IFAI34162143251974,Maestro,4127552741947782,2025-01-30 05:28:40,Avenue Supermarts,Health,11995.91,INR,Mobile Payment,Carrollville,Refund,May,Reversed
stephanie80,GB32SFUY07237696430913,Maestro,4756260231206066127,2025-09-01 06:24:32,Central,Clothing,91525.22,INR,UPI,Joshuaport,Refund,January,Reversed
thomaskelly,GB78TIXX17115357450561,American Express,213199151494195,2025-11-03 14:20:20,Tata CLiQ,Travel,69697.38,INR,RTGS,South Lindsaymouth,Deposit,June,Pending
nunezvirginia,GB73KZHH31441302157223,Maestro,4698434561251211482,2025-11-04 08:46:31,Shoppers Stop,Clothing,9388.19,INR,Mobile Payment,North Julie,Withdrawal,March,Reversed
eric48,GB88QHYO57281262317791,VISA,503864999001,2025-09-20 23:32:08,Bewakoof,Grocery,22796.96,INR,Mobile Payment,Edwardtown,Purchase,March,Approved
qsharp,GB35MMSU59788562859494,amex,060411475795,2025-08-21 22:06:28,BabyChakra,Health,56773.09,INR,Credit Card,Harveyview,Deposit,September,Pending
gary22,GB46HDVM16337918856447,Mastercard,4328848799277,2025-11-07 22:05:26,Foodhall,Health,12418.87,INR,Bank Transfer,Powellhaven,Deposit,January,Pending
jacquelinelewis,GB94IQYJ00948601345495,Maestro,3573033868403371,2025-01-11 15:10:18,Westside,Electronics,68699.04,INR,Debit Card,Kellyland,Refund,June,Declined
ymay,GB84AVRW11810471916102,Discover,4069639111963,2025-03-14 07:51:07,Reliance Digital,Health,64819.74,INR,Debit Card,New Janiceberg,Withdrawal,December,Declined
cjones,GB11HYAV13840045197135,VISA,3588634700720956,2025-04-11 20:44:57,Spencer’s Retail,Dining,69122.75,INR,Bank Transfer,North Meganland,Withdrawal,April,Approved
dchambers,GB02BKUI47237048322493,VISA,30119473156075,2025-08-14 13:39:02,ShopClues,Dining,41765.10,INR,UPI,Jessicaside,Withdrawal,August,Pending
pjuarez,GB24LDON66313179628239,amex,3510560873063002,2025-06-04 16:16:58,Metro Cash & Carry India,Grocery,61515.79,INR,UPI,Lake Mary,Purchase,February,Declined
andersonkenneth,GB35GCAV10774420545344,Discover,4704185619118714,2025-04-24 13:19:06,Bewakoof,Electronics,30396.95,INR,Bank Transfer,South Nina,Deposit,February,Approved
kylegarcia,GB31QMIF85940643271586,Discover,213199151494195,2025-10-01 08:55:51,Fabindia,Health,12533.52,INR,Debit Card,South Albertshire,Withdrawal,November,Reversed
rodriguezzachary,GB13MCZW52774390432993,VISA,3509831515197521,2025-12-03 20:32:46,Infiniti Retail Ltd,Dining,74893.87,INR,NEFT,Brownchester,Refund,April,Declined
landerson,GB56TGVR20078064143891,saphiro,2611940860814551,2025-07-02 21:16:18,Myntra,Grocery,46198.27,INR,Credit Card,Brendanmouth,Deposit,April,Pending
jcherry,GB04BPEI40351771101980,saphiro,4559456156194765996,2025-06-29 01:07:37,Amazon India,Health,9634.55,INR,UPI,Lake Johnbury,Deposit,September,Reversed
ashlee84,GB98OJFE89318235230537,Maestro,4148564098932270,2025-01-20 01:10:01,Amazon India,Dining,54168.98,INR,Mobile Payment,Jameshaven,Purchase,January,Pending
teresahobbs,GB33KGNE79486269395002,Diners Club,2233835182989644,2025-11-12 15:50:47,Reliance Digital,Grocery,13864.79,INR,Credit Card,West Tinafort,Withdrawal,October,Approved
skinnerbrenda,GB85VZDV97512096290582,Diners Club,4252463087364,2025-05-16 16:56:37,Reliance Retail,Dining,76095.88,INR,NEFT,Lanemouth,Deposit,January,Declined
qcain,GB53ENYP45833881407213,VISA,377973383035410,2025-02-19 13:16:32,Amazon India,Electronics,33647.33,INR,RTGS,Justinberg,Purchase,May,Pending
stacy48,GB75WLRO74786063682445,saphiro,345424058683679,2025-04-12 05:29:23,BabyChakra,Travel,74532.96,INR,UPI,North Thomasview,Deposit,September,Approved
bjones,GB46ZFLT51866211863966,Discover,2709434301961653,2025-03-28 11:38:55,Metro Cash & Carry India,Health,58652.39,INR,Mobile Payment,Davidstad,Purchase,October,Pending
kennethchung,GB92WSWY65863512134631,rupay,341356700305406,2025-02-12 09:26:24,Pepperfry,Electronics,20949.56,INR,UPI,Victoriaburgh,Deposit,July,Pending
xfox,GB50XNNB13835898313802,rupay,501880146912,2025-10-31 23:04:06,Godrej Consumer Products,Health,6558.03,INR,Bank Transfer,Lake Toniville,Refund,July,Declined
jacqueline36,GB90ONNI75290582809623,chhupay,2233835182989644,2025-02-26 01:05:42,Flipkart,Grocery,84760.31,INR,NEFT,Brandyville,Deposit,December,Declined
diazjennifer,GB46LMRB55474540377499,amex,4891125606115022222,2025-10-05 04:25:05,Central,Travel,77181.61,INR,Debit Card,Dodsonview,Refund,May,Pending
amanda05,GB08LDIM91414961475502,Mastercard,375152494886357,2025-07-25 23:40:52,Godrej Consumer Products,Health,53111.53,INR,RTGS,North Michael,Refund,November,Reversed
antonio42,GB54LPYZ65810804393093,Maestro,6011125725118557,2025-02-11 02:11:10,V-Mart Retail Ltd,Grocery,48373.27,INR,Bank Transfer,Taylorview,Deposit,February,Declined
keith47,GB25NCWK95207911131813,chhupay,213162009162331,2025-09-06 20:32:53,FirstCry,Electronics,60838.55,INR,Bank Transfer,South John,Refund,December,Approved
ashleysanchez,GB83GOFI05451326511098,Mastercard,4336926495919717,2025-09-29 20:13:12,BabyChakra,Travel,40652.79,INR,Mobile Payment,New Catherine,Refund,September,Pending
drichardson,GB11VEAT96211587113689,rupay,3590842025316519,2025-12-22 22:30:10,Fabindia,Travel,34001.30,INR,Mobile Payment,North Angela,Withdrawal,November,Approved
holly48,GB94IYZF81833949035958,saphiro,213199151494195,2025-08-19 07:07:09,Pantaloons,Travel,84014.91,INR,Bank Transfer,North Mary,Refund,July,Reversed
gutierrezlaurie,GB91CABW17420640944839,VISA,4774299894890254,2025-04-06 10:56:37,Future Group,Health,1485.82,INR,Debit Card,Joycefurt,Purchase,June,Pending
vaughnkatie,GB97DGBS16332146210130,Mastercard,583988703059,2025-10-15 03:49:30,Brand Factory,Electronics,99536.70,INR,Mobile Payment,Hicksborough,Refund,February,Pending
yblackburn,GB68LXCU41181191311063,chhupay,4992466794231,2025-10-13 09:30:38,Urban Ladder,Clothing,767.00,INR,Bank Transfer,South Darrenberg,Deposit,June,Pending
brett28,GB80LMFA93700474585998,chhupay,4805666027155321,2025-07-26 23:46:53,Spencer’s Retail,Electronics,29866.83,INR,NEFT,Adrianfurt,Purchase,June,Approved
darrenraymond,GB87BPSH70863518199920,Diners Club,4141621603019351798,2025-10-19 13:01:27,IKEA India,Clothing,38557.32,INR,NEFT,Lake Richard,Deposit,February,Approved
alexander80,GB38APDO94451057711398,Diners Club,4296108555186,2025-07-17 17:25:44,JioMart,Clothing,42856.09,INR,RTGS,Port Martinchester,Withdrawal,June,Pending
wilsonemily,GB10SVOQ51949378680191,Discover,630497681910,2025-05-11 10:02:52,V-Mart Retail Ltd,Travel,17507.57,INR,NEFT,New Jorge,Withdrawal,February,Approved
bjoseph,GB04CKYU26912320514289,American Express,3556987466896107,2025-06-21 20:36:51,Central,Dining,80575.63,INR,UPI,Littlechester,Purchase,April,Reversed
nicholasschmidt,GB97KIEL38962961534089,Maestro,180097377613706,2025-04-14 08:24:57,Titan Company,Travel,24260.34,INR,NEFT,Port Michael,Purchase,January,Approved
qbrown,GB03VDQG67054252087742,Discover,6011473966879481,2025-10-20 06:35:20,Pantaloons,Travel,45831.80,INR,Bank Transfer,North Jane,Withdrawal,April,Approved
william46,GB48SQWH85406766940165,amex,3593762971561255,2025-09-06 01:48:07,BlueStone,Travel,71357.95,INR,Debit Card,North Maria,Purchase,December,Declined
ocarr,GB25YOFP52181388740653,saphiro,213184146637686,2025-03-20 14:05:56,Marks & Spencer India,Dining,76055.50,INR,Mobile Payment,Port Mariaburgh,Withdrawal,February,Declined
kristenreed,GB38EDFE75992988678244,Discover,340471366121400,2025-04-20 03:47:56,Spencer’s Retail,Travel,63734.67,INR,RTGS,New Jorge,Deposit,January,Declined
perrytonya,GB63YOBI48791399666983,Discover,2244799049235418,2025-01-02 05:53:14,Central,Grocery,61003.77,INR,Bank Transfer,Kathyberg,Withdrawal,July,Approved
jessicaweaver,GB27LJVH37484222626957,chhupay,2227992600277066,2025-05-20 08:32:48,JioMart,Travel,72802.07,INR,Debit Card,Susanfurt,Deposit,March,Declined
nsanchez,GB60RZGD71391744767241,Maestro,4348955714424213,2025-02-22 03:31:19,Spencer’s Retail,Clothing,40200.86,INR,NEFT,Jenniferbury,Deposit,August,Approved
johnpetty,GB54URTS39533249512150,VISA,3510774028529904,2025-04-14 10:33:31,Nykaa,Grocery,61588.62,INR,Mobile Payment,North Jeremiahstad,Purchase,July,Pending
angie41,GB80IMOI08847804869972,Diners Club,675924765729,2025-01-10 20:40:43,Brand Factory,Grocery,60821.86,INR,NEFT,Johnsonville,Refund,September,Reversed
stonekristen,GB75MBYO81808984276359,VISA,349952804099572,2025-02-28 16:41:25,BlueStone,Dining,74462.22,INR,Debit Card,Georgemouth,Withdrawal,May,Pending
johnstonbenjamin,GB61NOZK35452184007052,Diners Club,6011644067527241,2025-03-03 11:04:10,CaratLane,Dining,61553.84,INR,Debit Card,Lake Sean,Deposit,January,Approved
janet80,GB48DYNY76018045409841,Diners Club,4663428725827681161,2025-11-04 03:06:38,Reliance Fresh,Travel,28273.03,INR,Mobile Payment,Jenniferside,Deposit,August,Reversed
matthew20,GB38TWZZ50938811675538,American Express,343451787304618,2025-12-06 22:13:12,Flipkart,Health,79286.57,INR,RTGS,Douglaschester,Refund,April,Reversed
anne11,GB72SOMN40164228159535,chhupay,213120876500108,2025-03-07 22:31:08,Meesho,Dining,13692.04,INR,UPI,Mariahside,Purchase,December,Declined
owright,GB07UWJR25461216956867,amex,4392983717561127215,2025-02-22 22:18:00,Shoppers Stop,Dining,76795.85,INR,Mobile Payment,Lake Ryanborough,Refund,March,Declined
wjennings,GB76LYMR30913227597593,American Express,213140963205965,2025-05-10 14:31:25,Meesho,Electronics,19233.28,INR,UPI,New Maria,Purchase,November,Declined
johnstevenson,GB58RCCD80372656528189,Discover,6540549502693369,2025-11-25 08:21:57,Tata CLiQ,Electronics,32867.00,INR,Bank Transfer,Ellisonhaven,Withdrawal,November,Approved
janet00,GB79IUGZ37974190961066,Maestro,6525610482824587,2025-10-30 01:49:56,Marks & Spencer India,Electronics,26668.52,INR,Mobile Payment,Rodneyfort,Withdrawal,November,Declined
yweber,GB83CCEB51249413136422,Discover,3553337594391832,2025-03-25 05:29:54,Spencer’s Retail,Electronics,22880.69,INR,Mobile Payment,East Danielberg,Refund,March,Pending
eglenn,GB09OEBW39479295337670,Discover,3524335210962875,2025-05-06 18:17:32,Snapdeal,Electronics,74405.53,INR,UPI,Watsonberg,Withdrawal,April,Pending
johnsonstephanie,GB31ULON16415706926991,amex,374859459828882,2025-04-06 23:34:40,Big Bazaar,Clothing,62237.72,INR,UPI,Lake Joseton,Withdrawal,February,Declined
btaylor,GB42LXDN02900128778955,Diners Club,4901333637416,2025-01-22 22:04:22,Fabindia,Dining,51454.32,INR,RTGS,Jessicaland,Refund,January,Reversed
hjones,GB12OVCP64638220743061,Maestro,4205231707176406,2025-06-09 18:34:52,HyperCity,Clothing,94399.69,INR,Mobile Payment,New Brooke,Refund,September,Reversed
victoria88,GB85IWZC61264406446466,VISA,630497681910,2025-10-22 10:12:24,HyperCity,Electronics,43035.06,INR,UPI,Tranfurt,Deposit,October,Declined
